TIMESTAMP,VWC,Sensor,Plot,ID,PQ,Date
3/10/22 0:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 0:30,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 1:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 1:30,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 2:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 2:30,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 3:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 3:30,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 4:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 4:30,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 5:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 5:30,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 6:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 6:30,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 7:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 7:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 8:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 8:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 9:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 9:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 10:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 10:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 11:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 11:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 12:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 12:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 13:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 13:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 14:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 14:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 15:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 15:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 16:00,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 16:30,0.155,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 17:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 17:30,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 18:00,0.156,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 18:30,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 19:00,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 19:30,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 20:00,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 20:30,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 21:00,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 21:30,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 22:00,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 22:30,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 23:00,0.157,Soil VWC,1,1,1-Jan,3/10/22
3/10/22 23:30,0.157,Soil VWC,1,1,1-Jan,3/10/22
6/20/22 0:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 0:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 1:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 1:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 2:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 2:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 3:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 3:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 4:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 4:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 5:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 5:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 6:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 6:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 7:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 7:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 8:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 8:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 9:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 9:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 10:00,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 10:30,0.129,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 11:00,0.128,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 11:30,0.128,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 12:00,0.128,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 12:30,0.128,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 13:00,0.128,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 13:30,0.128,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 14:00,0.127,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 14:30,0.127,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 15:00,0.127,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 15:30,0.127,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 16:00,0.127,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 16:30,0.127,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 17:00,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 17:30,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 18:00,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 18:30,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 19:00,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 19:30,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 20:00,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 20:30,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 21:00,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 21:30,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 22:00,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 22:30,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 23:00,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/20/22 23:30,0.126,Soil VWC,1,1,1-Jan,6/20/22
6/29/22 0:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 0:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 1:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 1:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 2:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 2:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 3:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 3:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 4:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 4:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 5:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 5:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 6:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 6:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 7:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 7:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 8:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 8:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 9:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 9:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 10:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 10:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 11:00,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 11:30,0.13,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 12:00,0.129,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 12:30,0.129,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 13:00,0.129,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 13:30,0.129,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 14:00,0.129,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 14:30,0.128,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 15:00,0.128,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 15:30,0.128,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 16:00,0.128,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 16:30,0.128,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 17:00,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 17:30,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 18:00,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 18:30,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 19:00,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 19:30,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 20:00,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 20:30,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 21:00,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 21:30,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 22:00,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 22:30,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 23:00,0.127,Soil VWC,1,1,1-Jan,6/29/22
6/29/22 23:30,0.127,Soil VWC,1,1,1-Jan,6/29/22
7/11/22 0:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 0:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 1:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 1:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 2:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 2:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 3:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 3:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 4:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 4:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 5:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 5:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 6:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 6:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 7:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 7:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 8:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 8:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 9:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 9:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 10:00,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 10:30,0.117,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 11:00,0.116,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 11:30,0.116,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 12:00,0.116,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 12:30,0.116,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 13:00,0.115,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 13:30,0.115,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 14:00,0.115,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 14:30,0.115,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 15:00,0.114,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 15:30,0.114,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 16:00,0.114,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 16:30,0.114,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 17:00,0.113,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 17:30,0.113,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 18:00,0.113,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 18:30,0.113,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 19:00,0.113,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 19:30,0.113,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 20:00,0.113,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 20:30,0.112,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 21:00,0.112,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 21:30,0.112,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 22:00,0.112,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 22:30,0.112,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 23:00,0.112,Soil VWC,1,1,1-Jan,7/11/22
7/11/22 23:30,0.112,Soil VWC,1,1,1-Jan,7/11/22
7/19/22 0:00,0.098,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 0:30,0.099,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 1:00,0.1,Soil VWC,1,1,1-Jan,7/19/22
7/19/22 1:30,0.101,Soil VWC,1,1,1-Jan,7/19/22
